"id","wd_id","wd_town_id","region_code","region","town_code","town","created_by","last_updated","created_date","last_updated_date","status","sku_category_code","wd_town_code","updated_by","created_on","updated_on"
5635,"2421","127674","03",AHEMDABAD BRANCH,JPRSHASTRI,JPRSHASTRI-JPRSHASTRI,,,"2022-10-11 13:42:25.715532","2022-10-11 13:42:25.715552",1,CDI,SHIP_TO,,,
5637,"2421","127662","03",AHEMDABAD BRANCH,JPRSHASTRI,JPRSHASTRI-JPRSHASTRI,,,"2022-10-11 13:42:25.722776","2022-10-11 13:42:25.722794",1,CIG,SHIP_TO,,,
5802,"2421","127674","03",AHEMDABAD BRANCH,JPRSHASTRI,JPRSHASTRI-JPRSHASTRI,,,"2022-10-17 17:27:42.473169","2022-10-17 17:27:42.473187",1,CDI,SHIP_TO,,,
5805,"2421","127662","03",AHEMDABAD BRANCH,JPRSHASTRI,JPRSHASTRI-JPRSHASTRI,,,"2022-10-17 17:27:42.482426","2022-10-17 17:27:42.482444",1,CIG,SHIP_TO,,,
5641,"2421","6329","03",AHEMDABAD BRANCH,JPRATISH,JPRATISH-JPRATISH,,,"2022-10-11 13:42:25.736988","2022-10-11 13:42:25.737014",1,CDI,SHIP_TO,,,
5642,"2421","6082","03",AHEMDABAD BRANCH,JPRATISH,JPRATISH-JPRATISH,,,"2022-10-11 13:42:25.740711","2022-10-11 13:42:25.740730",1,CIG,SHIP_TO,,,
