"id","created_by","sku_code","wd_town_id","sku_id","cnf_id","active_flag","created_date","status","last_updated","last_updated_date","cnf_code","last_price","order_month_year"
51553,,CIG0002016,"6082","1436081","140",Y,"2023-06-13 11:45:46.768491",1,,"2023-06-13 11:45:46.768520",,9600.25,
51554,,CIG0005519,"6082","5637081","140",Y,"2023-06-13 11:45:46.800008",1,,"2023-06-13 11:45:46.800036",,2368.23,
51555,,CDICOV1111,"6329","6060219","140",Y,"2023-06-13 11:45:46.832616",1,,"2023-06-13 11:45:46.832647",,132.75,
51556,,CIG0002010,"6082","778084","140",Y,"2023-06-13 11:45:46.864248",1,,"2023-06-13 11:45:46.864278",,8490.1,
51557,,CIG0002021,"6082","5198427","140",Y,"2023-06-13 11:45:46.896126",1,,"2023-06-13 11:45:46.896155",,8115.1,
51558,,CIG0002031,"6082","5569023","140",Y,"2023-06-13 11:45:46.933217",1,,"2023-06-13 11:45:46.933246",,4963.66,
51559,,CDICO1113N,"6329","5365105","140",Y,"2023-06-13 11:45:46.969654",1,,"2023-06-13 11:45:46.969681",,71.45,
51560,,CDICOV1112,"6329","6060220","140",Y,"2023-06-13 11:45:47.003894",1,,"2023-06-13 11:45:47.003919",,66.79,
51561,,CIG0009371,"6082","2709349","140",Y,"2023-06-13 11:45:47.035986",1,,"2023-06-13 11:45:47.036011",,1950.0,
51562,,CIG0005510,"6082","73137","140",Y,"2023-06-13 11:45:47.067052",1,,"2023-06-13 11:45:47.067076",,6616.14,
51563,,CIG0001232,"6082","4786934","140",Y,"2023-06-13 11:45:47.098154",1,,"2023-06-13 11:45:47.098195",,3736.14,
51564,,CIG0002051,"6082","2248085","140",Y,"2023-06-13 11:45:47.129071",1,,"2023-06-13 11:45:47.129099",,9600.25,
51565,,CIG0002034,"6082","6123253","140",Y,"2023-06-13 11:45:47.160045",1,,"2023-06-13 11:45:47.160070",,3084.14,
51566,,CIG0002032,"6082","5569024","140",Y,"2023-06-13 11:45:47.191877",1,,"2023-06-13 11:45:47.191901",,3823.18,
51567,,CIG0002030,"6082","5531061","140",Y,"2023-06-13 11:45:47.222935",1,,"2023-06-13 11:45:47.222961",,3396.51,
51568,,CIG0002624,"6082","6031228","140",Y,"2023-06-13 11:45:47.256156",1,,"2023-06-13 11:45:47.256192",,3073.9,
51569,,CIG0002721,"6082","6180320","140",Y,"2023-06-13 11:45:47.287653",1,,"2023-06-13 11:45:47.287677",,3355.2,
51570,,CDINEJ1116,"6329","6210328","140",Y,"2023-06-13 11:45:47.319373",1,,"2023-06-13 11:45:47.319398",,137.81542,
51571,,CDINEJ1115,"6329","6210329","140",Y,"2023-06-13 11:45:47.350997",1,,"2023-06-13 11:45:47.351025",,98.424987,
51572,,CDICLA1116,"6329","6211359","140",Y,"2023-06-13 11:45:47.381728",1,,"2023-06-13 11:45:47.381752",,67.22016,
51573,,CDICRB1117,"6329","6211358","140",Y,"2023-06-13 11:45:47.414916",1,,"2023-06-13 11:45:47.414946",,103.149228,
51574,,CDINEJ1117,"6329","6210330","140",Y,"2023-06-13 11:45:47.449691",1,,"2023-06-13 11:45:47.449734",,314.345968,
51575,,CDICO1118,"6329","6211356","140",Y,"2023-06-13 11:45:47.484300",1,,"2023-06-13 11:45:47.484343",,277.2163,
51576,,CIG0002638,"6082","6172266","140",Y,"2023-06-13 11:45:47.519293",1,,"2023-06-13 11:45:47.519323",,3074.0,
51577,,CIG0002639,"6082","6172267","140",Y,"2023-06-13 11:45:47.550947",1,,"2023-06-13 11:45:47.550980",,3074.0,
51578,,CIG0002037,"6082","6126376","140",Y,"2023-06-13 11:45:47.582480",1,,"2023-06-13 11:45:47.582510",,6431.67,
51579,,CIG0002036,"6082","6126375","140",Y,"2023-06-13 11:45:47.613793",1,,"2023-06-13 11:45:47.613822",,6431.67,
51580,,CIG0001115,"6082","6088244","140",Y,"2023-06-13 11:45:47.645435",1,,"2023-06-13 11:45:47.645464",,1356.82,
51581,,CIG0002717,"6082","6168285","140",Y,"2023-06-13 11:45:47.677209",1,,"2023-06-13 11:45:47.677238",,1409.89,
51582,,CIG0002096,"6082","5551043","140",Y,"2023-06-13 11:45:47.708566",1,,"2023-06-13 11:45:47.708595",,2806.91,
51583,,CIG0005526,"6082","6168284","3953",Y,"2023-06-13 11:45:47.749301",1,,"2023-06-13 11:45:47.749331",,1986.63,
